,name,team,rec_target,rec_rec,rec_yd,rec_td,rush_att,rush_yd,rush_td,fp,season,week,next_fp,afc_n,afc_s,afc_w,nfc_e,nfc_n,nfc_s,nfc_w,temperature,wind,precipitation,dome,status_code
136,Amari Cooper,Raiders,11.0,7.0,109.0,1.0,0.0,0.0,0.0,16.9,2015,2,13.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75,1,0.0,0.0,0.0
137,Michael Crabtree,Raiders,16.0,9.0,111.0,1.0,0.0,0.0,0.0,17.1,2015,2,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75,1,0.0,0.0,0.0
138,Seth Roberts,Raiders,1.0,1.0,12.0,1.0,0.0,0.0,0.0,7.2,2015,2,11.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75,1,0.0,0.0,0.0
139,Amari Cooper,Raiders,11.0,8.0,134.0,0.0,0.0,0.0,0.0,13.4,2015,3,10.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56,8,0.0,0.0,0.0
140,Andre Holmes,Raiders,1.0,1.0,3.0,1.0,0.0,0.0,0.0,6.3,2015,3,17.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56,8,0.0,0.0,0.0
141,Seth Roberts,Raiders,5.0,3.0,56.0,1.0,0.0,0.0,0.0,11.6,2015,3,7.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56,8,0.0,0.0,0.0
142,Amari Cooper,Raiders,9.0,4.0,49.0,1.0,0.0,0.0,0.0,10.9,2015,4,4.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76,8,0.0,0.0,0.0
143,Michael Crabtree,Raiders,6.0,5.0,80.0,0.0,0.0,0.0,0.0,8.0,2015,4,5.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76,8,0.0,0.0,0.0
144,Amari Cooper,Raiders,4.0,4.0,47.0,0.0,1.0,2.0,0.0,4.9,2015,5,19.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68,8,0.0,0.0,0.0
145,Michael Crabtree,Raiders,9.0,4.0,54.0,0.0,0.0,0.0,0.0,5.4,2015,5,12.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68,8,0.0,0.0,0.0
146,Amari Cooper,Raiders,6.0,5.0,133.0,1.0,0.0,0.0,0.0,19.3,2015,7,4.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68,8,0.0,0.0,0.0
147,Michael Crabtree,Raiders,8.0,6.0,63.0,1.0,0.0,0.0,0.0,12.3,2015,7,16.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68,8,0.0,0.0,0.0
148,Amari Cooper,Raiders,9.0,5.0,46.0,0.0,1.0,2.0,0.0,4.8,2015,8,14.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51,0,0.0,0.0,0.0
149,Andre Holmes,Raiders,3.0,2.0,54.0,2.0,0.0,0.0,0.0,17.4,2015,8,9.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51,0,0.0,0.0,0.0
150,Michael Crabtree,Raiders,12.0,7.0,102.0,1.0,0.0,0.0,0.0,16.2,2015,8,22.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51,0,0.0,0.0,0.0
151,Amari Cooper,Raiders,13.0,7.0,88.0,1.0,0.0,0.0,0.0,14.8,2015,9,7.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57,1,0.0,0.0,0.0
152,Michael Crabtree,Raiders,12.0,7.0,108.0,2.0,0.0,0.0,0.0,22.8,2015,9,5.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57,1,0.0,0.0,0.0
153,Seth Roberts,Raiders,4.0,3.0,73.0,0.0,0.0,0.0,0.0,7.3,2015,9,5.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57,1,0.0,0.0,0.0
154,Amari Cooper,Raiders,9.0,5.0,79.0,0.0,0.0,0.0,0.0,7.9,2015,10,11.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70,0,0.0,1.0,0.0
155,Michael Crabtree,Raiders,5.0,4.0,55.0,0.0,0.0,0.0,0.0,5.5,2015,10,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70,0,0.0,1.0,0.0
156,Amari Cooper,Raiders,12.0,7.0,115.0,0.0,0.0,0.0,0.0,11.5,2015,12,6.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60,3,0.0,0.0,0.0
157,Michael Crabtree,Raiders,8.0,4.0,19.0,1.0,0.0,0.0,0.0,7.9,2015,12,10.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60,3,0.0,0.0,0.0
158,Seth Roberts,Raiders,7.0,6.0,113.0,2.0,0.0,0.0,0.0,23.3,2015,12,5.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60,3,0.0,0.0,0.0
159,Amari Cooper,Raiders,8.0,4.0,69.0,0.0,1.0,-7.0,0.0,6.2,2015,13,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39,2,0.0,0.0,0.0
160,Michael Crabtree,Raiders,11.0,5.0,45.0,1.0,0.0,0.0,0.0,10.5,2015,13,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39,2,0.0,0.0,0.0
161,Seth Roberts,Raiders,5.0,4.0,51.0,0.0,0.0,0.0,0.0,5.1,2015,13,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39,2,0.0,0.0,0.0
162,Andre Caldwell,Broncos,5.0,2.0,13.0,1.0,0.0,0.0,0.0,7.3,2015,10,6.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29,6,0.0,0.0,0.0
163,Demaryius Thomas,Broncos,10.0,7.0,71.0,0.0,0.0,0.0,0.0,7.1,2015,10,11.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29,6,0.0,0.0,0.0
164,Andre Holmes,Raiders,7.0,5.0,45.0,0.0,0.0,0.0,0.0,4.5,2014,2,13.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78,7,0.0,0.0,0.0
165,James Jones,Raiders,14.0,9.0,112.0,1.0,0.0,0.0,0.0,17.2,2014,2,8.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78,7,0.0,0.0,0.0
166,Andre Holmes,Raiders,12.0,5.0,74.0,1.0,0.0,0.0,0.0,13.4,2014,4,24.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70,1,0.0,0.0,0.0
167,James Jones,Raiders,6.0,6.0,83.0,0.0,0.0,0.0,0.0,8.3,2014,4,11.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70,1,0.0,0.0,0.0
168,Andre Holmes,Raiders,8.0,4.0,121.0,2.0,0.0,0.0,0.0,24.1,2014,6,12.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70,1,0.0,0.0,0.0
169,Brice Butler,Raiders,5.0,3.0,64.0,1.0,0.0,0.0,0.0,12.4,2014,6,5.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70,1,0.0,0.0,0.0
170,James Jones,Raiders,7.0,5.0,56.0,1.0,0.0,0.0,0.0,11.6,2014,6,6.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70,1,0.0,0.0,0.0
171,Andre Holmes,Raiders,7.0,5.0,69.0,1.0,0.0,0.0,0.0,12.9,2014,8,5.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56,7,1.0,0.0,0.0
172,James Jones,Raiders,11.0,6.0,62.0,0.0,0.0,0.0,0.0,6.2,2014,8,10.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56,7,1.0,0.0,0.0
173,Andre Holmes,Raiders,10.0,5.0,55.0,0.0,0.0,0.0,0.0,5.5,2014,12,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70,0,0.0,1.0,0.0
174,James Jones,Raiders,6.0,5.0,47.0,1.0,0.0,0.0,0.0,10.7,2014,12,11.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70,0,0.0,1.0,0.0
175,Andre Holmes,Raiders,12.0,5.0,70.0,0.0,0.0,0.0,0.0,7.0,2014,15,7.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62,6,0.0,0.0,0.0
176,James Jones,Raiders,11.0,8.0,57.0,1.0,0.0,0.0,0.0,11.7,2014,15,6.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62,6,0.0,0.0,0.0
177,Andre Holmes,Raiders,6.0,3.0,73.0,0.0,0.0,0.0,0.0,7.3,2014,16,6.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33,0,0.0,0.0,0.0
178,James Jones,Raiders,5.0,1.0,3.0,1.0,0.0,0.0,0.0,6.3,2014,16,17.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33,0,0.0,0.0,0.0
179,Kenbrell Thompkins,Raiders,7.0,5.0,90.0,0.0,0.0,0.0,0.0,9.0,2014,16,4.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33,0,0.0,0.0,0.0
180,Andre Johnson,Texans,9.0,6.0,93.0,0.0,0.0,0.0,0.0,9.3,2014,1,7.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73,1,0.0,0.0,0.0
181,DeAndre Hopkins,Texans,5.0,4.0,89.0,1.0,0.0,0.0,0.0,14.9,2014,1,8.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73,1,0.0,0.0,0.0
182,Andre Johnson,Texans,7.0,6.0,74.0,0.0,0.0,0.0,0.0,7.4,2014,2,7.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76,0,0.0,0.0,0.0
183,DeAndre Hopkins,Texans,5.0,3.0,22.0,1.0,0.0,0.0,0.0,8.2,2014,2,11.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76,0,0.0,0.0,0.0
184,Andre Johnson,Texans,7.0,6.0,71.0,0.0,0.0,0.0,0.0,7.1,2014,4,5.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81,0,0.0,0.0,0.0
185,DeAndre Hopkins,Texans,6.0,5.0,64.0,1.0,0.0,0.0,0.0,12.4,2014,4,6.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81,0,0.0,0.0,0.0
186,Andre Johnson,Texans,8.0,5.0,58.0,0.0,0.0,0.0,0.0,5.8,2014,5,15.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77,3,0.0,0.0,0.0
187,DeAndre Hopkins,Texans,6.0,6.0,63.0,0.0,0.0,0.0,0.0,6.3,2014,5,10.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77,3,0.0,0.0,0.0
188,Andre Johnson,Texans,12.0,7.0,99.0,1.0,0.0,0.0,0.0,15.9,2014,6,7.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51,8,1.0,0.0,0.0
189,Andre Johnson,Texans,9.0,5.0,77.0,0.0,0.0,0.0,0.0,7.7,2014,7,5.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,79,5,0.0,0.0,0.0
190,DeAndre Hopkins,Texans,9.0,6.0,108.0,0.0,0.0,0.0,0.0,10.8,2014,7,9.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,79,5,0.0,0.0,0.0
191,Andre Johnson,Texans,12.0,7.0,55.0,0.0,0.0,0.0,0.0,5.5,2014,8,6.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71,8,0.0,0.0,0.0
192,DeAndre Hopkins,Texans,11.0,5.0,95.0,0.0,0.0,0.0,0.0,9.5,2014,8,17.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71,8,0.0,0.0,0.0
193,Andre Johnson,Texans,9.0,7.0,68.0,0.0,0.0,0.0,0.0,6.8,2014,11,11.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76,1,0.0,0.0,0.0
194,DeAndre Hopkins,Texans,8.0,4.0,80.0,0.0,0.0,0.0,0.0,8.0,2014,11,35.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76,1,0.0,0.0,0.0
195,Andre Johnson,Texans,11.0,7.0,53.0,1.0,0.0,0.0,0.0,11.3,2014,13,6.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,58,9,0.0,0.0,0.0
196,DeAndre Hopkins,Texans,9.0,9.0,238.0,2.0,0.0,0.0,0.0,35.8,2014,13,7.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,58,9,0.0,0.0,0.0
197,Andre Johnson,Texans,13.0,6.0,65.0,0.0,0.0,0.0,0.0,6.5,2014,16,19.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43,8,1.0,0.0,0.0
198,Andre Johnson,Texans,15.0,10.0,134.0,1.0,0.0,0.0,0.0,19.4,2014,17,19.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70,0,0.0,1.0,0.0
199,Andre Johnson,Colts,7.0,6.0,77.0,2.0,0.0,0.0,0.0,19.7,2015,5,4.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70,0,0.0,1.0,0.0
200,T.Y. Hilton,Colts,9.0,5.0,88.0,0.0,0.0,0.0,0.0,8.8,2015,5,13.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70,0,0.0,1.0,0.0
201,Andre Johnson,Colts,4.0,4.0,44.0,0.0,0.0,0.0,0.0,4.4,2015,7,14.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62,5,1.0,0.0,0.0
202,Donte Moncrief,Colts,6.0,4.0,34.0,1.0,0.0,0.0,0.0,9.4,2015,7,11.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62,5,1.0,0.0,0.0
203,T.Y. Hilton,Colts,15.0,4.0,150.0,2.0,0.0,0.0,0.0,27.0,2015,7,8.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62,5,1.0,0.0,0.0
204,Andre Johnson,Colts,8.0,4.0,81.0,1.0,0.0,0.0,0.0,14.1,2015,8,10.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70,0,0.0,1.0,0.0
205,Griff Whalen,Colts,5.0,5.0,48.0,0.0,0.0,0.0,0.0,4.8,2015,8,7.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70,0,0.0,1.0,0.0
206,Andre Roberts,Redskins,5.0,4.0,57.0,0.0,1.0,19.0,0.0,7.6,2014,2,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,76,4,0.0,0.0,0.0
207,Ryan Grant,Redskins,8.0,5.0,57.0,0.0,0.0,0.0,0.0,5.7,2014,2,11.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,76,4,0.0,0.0,0.0
208,Andre Roberts,Redskins,5.0,1.0,18.0,1.0,1.0,2.0,0.0,8.0,2014,4,8.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,63,1,0.0,0.0,0.0
209,Andre Roberts,Redskins,9.0,5.0,29.0,1.0,0.0,0.0,0.0,8.9,2014,5,8.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,70,0,0.0,1.0,0.0
210,DeSean Jackson,Redskins,11.0,5.0,157.0,1.0,0.0,0.0,0.0,21.7,2014,5,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,70,0,0.0,1.0,0.0
211,Andre Roberts,Redskins,4.0,2.0,81.0,0.0,0.0,0.0,0.0,8.1,2014,15,4.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35,1,0.0,0.0,0.0
212,Andrew Hawkins,Browns,10.0,8.0,87.0,0.0,0.0,0.0,0.0,8.7,2014,1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62,5,0.0,0.0,0.0
213,Travis Benjamin,Browns,3.0,2.0,20.0,1.0,1.0,10.0,0.0,9.0,2014,1,16.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62,5,0.0,0.0,0.0
214,Andrew Hawkins,Browns,12.0,6.0,70.0,0.0,0.0,0.0,0.0,7.0,2014,2,8.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69,1,0.0,0.0,0.0
215,Miles Austin,Browns,10.0,6.0,44.0,1.0,0.0,0.0,0.0,10.4,2014,2,11.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69,1,0.0,0.0,0.0
216,Andrew Hawkins,Browns,10.0,7.0,87.0,0.0,0.0,0.0,0.0,8.7,2014,3,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54,9,0.0,0.0,0.0
217,Miles Austin,Browns,7.0,6.0,51.0,1.0,0.0,0.0,0.0,11.1,2014,3,5.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54,9,0.0,0.0,0.0
218,Taylor Gabriel,Browns,2.0,2.0,81.0,0.0,2.0,-2.0,0.0,7.9,2014,3,9.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54,9,0.0,0.0,0.0
219,Andrew Hawkins,Browns,9.0,5.0,112.0,0.0,1.0,8.0,0.0,12.0,2014,7,14.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54,9,0.0,0.0,0.0
220,Miles Austin,Browns,8.0,3.0,53.0,0.0,0.0,0.0,0.0,5.3,2014,7,5.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54,9,0.0,0.0,0.0
221,Andrew Hawkins,Browns,9.0,7.0,88.0,1.0,0.0,0.0,0.0,14.8,2014,8,15.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0
222,Taylor Gabriel,Browns,3.0,2.0,60.0,0.0,0.0,0.0,0.0,6.0,2014,8,14.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0
223,Andrew Hawkins,Browns,13.0,6.0,97.0,1.0,0.0,0.0,0.0,15.7,2014,11,9.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0,0.0,1.0,0.0
224,Taylor Gabriel,Browns,13.0,5.0,92.0,0.0,0.0,0.0,0.0,9.2,2014,11,6.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0,0.0,1.0,0.0
225,Andrew Hawkins,Browns,5.0,5.0,93.0,0.0,0.0,0.0,0.0,9.3,2014,12,4.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57,1,0.0,0.0,0.0
226,Josh Gordon,Browns,16.0,8.0,120.0,0.0,0.0,0.0,0.0,12.0,2014,12,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57,1,0.0,0.0,0.0
227,Miles Austin,Browns,8.0,6.0,64.0,0.0,0.0,0.0,0.0,6.4,2014,12,8.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57,1,0.0,0.0,0.0
228,Andrew Hawkins,Browns,9.0,7.0,49.0,0.0,0.0,0.0,0.0,4.9,2015,5,6.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46,1,0.0,0.0,0.0
229,Travis Benjamin,Browns,12.0,6.0,83.0,0.0,0.0,0.0,0.0,8.3,2015,5,11.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46,1,0.0,0.0,0.0
230,Anquan Boldin,49ers,9.0,8.0,99.0,0.0,0.0,0.0,0.0,9.9,2014,1,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,73,9,0.0,0.0,0.0
231,Anquan Boldin,49ers,7.0,5.0,62.0,0.0,0.0,0.0,0.0,6.2,2014,4,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88,6,0.0,0.0,0.0
232,Steve Johnson,49ers,2.0,1.0,12.0,1.0,0.0,0.0,0.0,7.2,2014,4,6.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88,6,0.0,0.0,0.0
233,Anquan Boldin,49ers,8.0,4.0,72.0,0.0,0.0,0.0,0.0,7.2,2014,5,15.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70,0,0.0,1.0,0.0
234,Brandon Lloyd,49ers,5.0,3.0,76.0,0.0,0.0,0.0,0.0,7.6,2014,5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70,0,0.0,1.0,0.0
235,Steve Johnson,49ers,2.0,1.0,9.0,1.0,0.0,0.0,0.0,6.9,2014,5,13.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70,0,0.0,1.0,0.0
236,Anquan Boldin,49ers,9.0,7.0,94.0,1.0,0.0,0.0,0.0,15.4,2014,6,15.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63,0,0.0,0.0,0.0
237,Brandon Lloyd,49ers,1.0,1.0,80.0,1.0,0.0,0.0,0.0,14.0,2014,6,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63,0,0.0,0.0,0.0
238,Michael Crabtree,49ers,8.0,3.0,49.0,1.0,0.0,0.0,0.0,10.9,2014,6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63,0,0.0,0.0,0.0
239,Anquan Boldin,49ers,7.0,6.0,93.0,1.0,0.0,0.0,0.0,15.3,2014,9,15.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70,0,0.0,1.0,0.0
240,Michael Crabtree,49ers,9.0,5.0,40.0,0.0,0.0,0.0,0.0,4.0,2014,9,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70,0,0.0,1.0,0.0
241,Steve Johnson,49ers,5.0,3.0,41.0,0.0,0.0,0.0,0.0,4.1,2014,9,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70,0,0.0,1.0,0.0
242,Anquan Boldin,49ers,15.0,6.0,95.0,1.0,0.0,0.0,0.0,15.5,2014,10,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43,4,0.0,0.0,0.0
243,Michael Crabtree,49ers,8.0,3.0,62.0,0.0,0.0,0.0,0.0,6.2,2014,10,14.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43,4,0.0,0.0,0.0
244,Steve Johnson,49ers,3.0,3.0,43.0,0.0,0.0,0.0,0.0,4.3,2014,10,14.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43,4,0.0,0.0,0.0
245,Anquan Boldin,49ers,6.0,5.0,53.0,0.0,0.0,0.0,0.0,5.3,2014,11,19.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63,4,0.0,0.0,0.0
246,Michael Crabtree,49ers,8.0,3.0,85.0,1.0,0.0,0.0,0.0,14.5,2014,11,5.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63,4,0.0,0.0,0.0
247,Anquan Boldin,49ers,12.0,9.0,137.0,1.0,0.0,0.0,0.0,19.7,2014,12,5.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58,0,0.0,0.0,0.0
248,Michael Crabtree,49ers,7.0,5.0,58.0,0.0,0.0,0.0,0.0,5.8,2014,12,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58,0,0.0,0.0,0.0
249,Anquan Boldin,49ers,9.0,4.0,54.0,0.0,1.0,4.0,0.0,5.8,2014,14,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49,2,0.0,0.0,0.0
250,Michael Crabtree,49ers,14.0,9.0,56.0,0.0,0.0,0.0,0.0,5.6,2014,14,17.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49,2,0.0,0.0,0.0
251,Anquan Boldin,49ers,9.0,7.0,61.0,0.0,0.0,0.0,0.0,6.1,2014,16,14.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56,5,0.0,0.0,0.0
252,Bruce Ellington,49ers,4.0,1.0,8.0,1.0,3.0,12.0,1.0,14.0,2014,16,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56,5,0.0,0.0,0.0
253,Anquan Boldin,49ers,9.0,2.0,81.0,1.0,0.0,0.0,0.0,14.1,2014,17,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70,0,0.0,1.0,0.0
254,Anquan Boldin,49ers,10.0,6.0,60.0,1.0,0.0,0.0,0.0,12.0,2015,2,16.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70,0,0.0,1.0,0.0
255,Torrey Smith,49ers,7.0,6.0,120.0,1.0,0.0,0.0,0.0,18.0,2015,2,15.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70,0,0.0,1.0,0.0
256,Anquan Boldin,49ers,12.0,8.0,107.0,1.0,0.0,0.0,0.0,16.7,2015,5,10.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,68,1,0.0,0.0,0.0
257,Anquan Boldin,49ers,9.0,5.0,102.0,0.0,0.0,0.0,0.0,10.2,2015,6,9.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66,3,0.0,0.0,0.0
258,Quinton Patton,49ers,3.0,2.0,38.0,1.0,0.0,0.0,0.0,9.8,2015,6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66,3,0.0,0.0,0.0
259,Torrey Smith,49ers,6.0,3.0,96.0,1.0,0.0,0.0,0.0,15.6,2015,6,13.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66,3,0.0,0.0,0.0
260,Anquan Boldin,49ers,7.0,5.0,93.0,0.0,0.0,0.0,0.0,9.3,2015,11,9.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57,2,0.0,0.0,0.0
261,Anquan Boldin,49ers,11.0,8.0,93.0,0.0,0.0,0.0,0.0,9.3,2015,12,13.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46,4,0.0,0.0,0.0
262,Anquan Boldin,49ers,10.0,8.0,74.0,1.0,0.0,0.0,0.0,13.4,2015,15,13.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70,0,0.0,1.0,0.0
263,Antonio Brown,Steelers,6.0,5.0,116.0,1.0,0.0,0.0,0.0,17.6,2014,1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0,0.0,0.0,0.0
264,Markus Wheaton,Steelers,7.0,6.0,97.0,0.0,0.0,0.0,0.0,9.7,2014,1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0,0.0,0.0,0.0
265,Antonio Brown,Steelers,12.0,7.0,90.0,0.0,2.0,10.0,0.0,10.0,2014,2,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74,3,0.0,0.0,0.0
266,Markus Wheaton,Steelers,8.0,5.0,38.0,0.0,2.0,22.0,0.0,6.0,2014,2,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74,3,0.0,0.0,0.0
267,Antonio Brown,Steelers,10.0,10.0,90.0,2.0,0.0,0.0,0.0,21.0,2014,3,25.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73,6,0.0,0.0,0.0
268,Antonio Brown,Steelers,11.0,7.0,131.0,2.0,0.0,0.0,0.0,25.1,2014,4,8.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73,4,0.0,0.0,0.0
269,Markus Wheaton,Steelers,6.0,4.0,57.0,0.0,1.0,-7.0,0.0,5.0,2014,4,11.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73,4,0.0,0.0,0.0
270,Antonio Brown,Steelers,12.0,5.0,84.0,0.0,0.0,0.0,0.0,8.4,2014,5,11.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64,7,0.0,0.0,0.0
271,Antonio Brown,Steelers,10.0,7.0,118.0,0.0,1.0,-2.0,0.0,11.6,2014,6,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51,8,1.0,0.0,0.0
272,Lance Moore,Steelers,6.0,1.0,26.0,1.0,0.0,0.0,0.0,8.6,2014,6,7.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51,8,1.0,0.0,0.0
273,Antonio Brown,Steelers,13.0,9.0,90.0,0.0,0.0,0.0,0.0,9.0,2014,7,25.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56,7,0.0,0.0,0.0
